,0,1,2,3,4
373,اپاختر,æ p ɒː x t æ ɾ,اپاختر,Apakhtr,a p A x t a r
374,اژدها,ʔ æ ʒ d æ h ɒː,اژدها,Dragon,a ʒ d a h A
375,اگرچه,æ ɡ æ ɾ t ʃ e,اگرچه,Although the,a ɡ a r t S e
376,ای,e j,ای,Oh you,e y
377,ای,æ j,ای,Oh you,a y
378,ایام,ʔ æ j j ɒː m,ایام,Time,a y y A m
379,ایدون,e d u n,ایدون,Aidun,e d u n
380,ایدون,eː d uː n,ایدون,Aidun,eː d A n
381,ایدون,iː d uː n,ایدون,Aidun,i d A n
382,ایران,e ɾ ɔː n,ایران,Iran,e r A n
383,ایران,eː ɾ ɑː n,ایران,Iran,eː r A n
384,ایران,eː ɾ ɒː n,ایران,Iran,eː r A n
385,ایران,iː ɾ uː n,ایران,Iran,i r A n
386,ایران,iː ɾ ɒː n,ایران,Iran,i r A n
387,ایرانی,e ɾ ɔː n # iː,ایرانی,Iranian,e r A n  i
388,ایرانی,eː ɾ ɑː n # iː,ایرانی,Iranian,eː r A n  i
389,ایرانی,eː ɾ ɒː n # iː,ایرانی,Iranian,eː r A n  i
390,ایرانی,iː ɾ uː n # iː,ایرانی,Iranian,i r A n  i
391,ایرانی,iː ɾ ɒː n # iː,ایرانی,Iranian,i r A n  i
392,ایرانیان,iː ɾ ɒː n i j ɒː n,ایرانیان,Iranians,i r A n i y A n
393,ایران‌ویج,e ɾ ɔː n v e d ʒ,ایرانویج,Airyanem Vaejah,e r A n v e j
394,ایران‌ویج,eː ɾ ɑː n v eː d ʒ,ایرانویج,Airyanem Vaejah,eː r A n v eː j
395,ایران‌ویج,eː ɾ ɒː n w eː d ʒ,ایرانویج,Airyanem Vaejah,eː r A n w eː j
396,ایران‌ویج,iː ɾ ɒː n v iː d ʒ,ایرانویج,Airyanem Vaejah,i r A n v i j
397,ایشان,e ʃ ɔː n,ایشان,They,e S A n
398,ایشان,eː ʃ ɑː n,ایشان,They,eː S A n
399,ایشان,eː ʃ ɒː n,ایشان,They,eː S A n
400,ایشان,iː ʃ uː n,ایشان,They,i S A n
401,ایشان,iː ʃ ɒː n,ایشان,They,i S A n
402,ایمان‌دار,i m ɔː n d ɔː ɾ,ایماندار,Believer,i m A n d A r
403,ایمان‌دار,iː m uː n d ɒː ɾ,ایماندار,Believer,i m A n d A r
404,ایمان‌دار,iː m ɑː n d ɑː ɾ,ایماندار,Believer,i m A n d A r
405,ایمان‌دار,iː m ɒː n d ɒː ɾ,ایماندار,Believer,i m A n d A r
406,با,b ɒː,با,With,b A
407,بابک,b ɒː b æ k,بابک,Babak,b A b a k
408,باجی,b ɒː d ʒ iː,باجی,Baji,b A j i
409,باحال‌تر,b ɒː h ɒː l t æ ɾ,باحالتر,Bahaltr,b A h A l t a r
410,باحال‌ترین,b ɒː h ɒː l t æ ɾ iː n,باحالترین,The coolest,b A h A l t a r i n
411,باد,b ɒː d,باد,Wind,b A d
412,بادرنگ,b ɑː d ɾ a n ɡ,بادرنگ,Cucumbers,b A d r a n ɡ
413,بادرنگ,b ɒː d ɾ a n ɡ,بادرنگ,Cucumbers,b A d r a n ɡ
414,بادرنگ,b ɒː d ɾ æ n ɡ,بادرنگ,Cucumbers,b A d r a n ɡ
415,بادرنگ,b ɔː d ɾ a n ɡ,بادرنگ,Cucumbers,b A d r a n ɡ
416,بار,b ɒː ɾ,بار,Bar,b A r
417,باران,b ɒː ɾ ɒː n,باران,Rain,b A r A n
418,باردار,b ɑː ɾ d ɑː ɾ,باردار,Pregnant,b A r d A r
419,باردار,b ɒː ɾ d ɒː ɾ,باردار,Pregnant,b A r d A r
420,باردار,b ɔː ɾ d ɔː ɾ,باردار,Pregnant,b A r d A r
421,بارش,b ɑː ɾ i ʃ,بارش,Rainfall,b A r i S
422,بارش,b ɒː ɾ e ʃ,بارش,Rainfall,b A r e S
423,بارش,b ɒː ɾ ɪ ʃ,بارش,Rainfall,b A r i S
424,بارش,b ɔː ɾ i ʃ,بارش,Rainfall,b A r i S
425,باره,b ɒː ɾ e,باره,Regard,b A r e
426,باره,b ɒː ɾ æ,باره,Regard,b A r a
427,باروت,b ɒː ɾ uː t,باروت,Gunpowder,b A r A t
428,بارود,b ɒː ɾ uː d,بارود,Baroud,b A r A d
429,باریک,b ɒː ɾ iː k,باریک,Narrow,b A r i k
430,باریک‌تر,b ɒː ɾ iː k t æ ɾ,باریکتر,narrower,b A r i k t a r
431,باریک‌ترین,b ɒː ɾ iː k t æ ɾ iː n,باریکترین,Thinnest,b A r i k t a r i n
432,بازار,b ɑː z ɑː ɾ,بازار,Market,b A z A r
433,بازار,b ɒː z ɒː ɾ,بازار,Market,b A z A r
434,بازار,b ɔː z ɔː ɾ,بازار,Market,b A z A r
435,بازیچه,b ɒː z iː t ʃʰ e,بازیچه,Plaything,b A z i t Sʰ e
436,باستانی,b ɒː s t ɒː n iː,باستانی,Ancient,b A s t A n i
437,باغ,b ɒː ɣ,باغ,Garden,b A q
438,باغات,b ɒː ɣ ɒː t̪,باغات,Gardens,b A q A t
439,باغبان,b ɑː ɣ b ɑː n,باغبان,Gardener,b A q b A n
440,باغبان,b ɒː ɣ b uː n,باغبان,Gardener,b A q b A n
441,باغبان,b ɒː ɣ b ɒː n,باغبان,Gardener,b A q b A n
442,باغبان,b ɔː ɣ b ɔː n,باغبان,Gardener,b A q b A n
443,باغ‌ها,b ɒː ɣ h ɒː,باغها,gardens,b A q h A
444,باف,b ɒː f,باف,Dreamer,b A f
445,بال,b ɒː l,بال,Wing,b A l
446,بالغ,b ɒː l e ɣ,بالغ,Mature,b A l e q
447,بام,b ɒː m,بام,Roof,b A m
448,بامزه,b ɒː m æ z e,بامزه,Funny,b A m a z e
449,بامزه‌تر,b ɒː m æ z e t æ ɾ,بامزهتر,Funnier,b A m a z e t a r
450,بامزه‌ترین,b ɒː m æ z e t æ ɾ iː n,بامزهترین,Funniest,b A m a z e t a r i n
451,بانو,b uː n uː,بانو,Lady,b A n A
452,بانو,b ɑː n uː,بانو,Lady,b A n A
453,بانو,b ɒː n uː,بانو,Lady,b A n A
454,بانو,b ɔː n u,بانو,Lady,b A n u
455,باژدار,b ɑː ʒ d ɑː ɾ,باژدار,Bazhdar,b A ʒ d A r
456,باژدار,b ɒː ʒ d ɒː ɾ,باژدار,Bazhdar,b A ʒ d A r
457,باژدار,b ɔː ʒ d ɔː ɾ,باژدار,Bazhdar,b A ʒ d A r
458,باید,b ɒː j æ d,باید,Must,b A y a d
459,بایست,b ɒː j e s t,بایست,Should,b A y e s t
460,بایستی,b ɒː j æ s t iː,بایستی,Shall,b A y a s t i
461,بحر,b æ h r,بحر,Measure,b a h r
462,بحران,b o h ɾ uː n,بحران,Crisis,b o h r A n
463,بحران,b o h ɾ ɒː n,بحران,Crisis,b o h r A n
464,بحران,b u h ɾ ɑː n,بحران,Crisis,b u h r A n
465,بحران,b ɵː h ɾ ɔː n,بحران,Crisis,b ɵː h r A n
466,بحران,b ʊ h ɾ ɒː n,بحران,Crisis,b ʊ h r A n
467,بخار,b o x ɒː ɾ,بخار,Steam,b o x A r
468,بخار,b u x ɑː ɾ,بخار,Steam,b u x A r
469,بخار,b u x ɔː ɾ,بخار,Steam,b u x A r
470,بخار,b ʊ x ɒː ɾ,بخار,Steam,b ʊ x A r
471,بخارا,b o x ɒː ɾ ɒː,بخارا,Bukhara,b o x A r A
472,بخارا,b ʊ x ɒː ɾ ɒː,بخارا,Bukhara,b ʊ x A r A
473,بخاطر,b a # x ɑː t i ɾ i,بخاطر,For,b a  x A t i r i
474,بخاطر,b a # x ɒː t ɪ ɾ ɪ,بخاطر,For,b a  x A t i r i
475,بخاطر,b a # x ɔː t i ɾ i,بخاطر,For,b a  x A t i r i
476,بخاطر,b e # x ɒː t e ɾ e,بخاطر,For,b e  x A t e r e
477,بختر,b e x t æ ɾ,بختر,Bkhtr,b e x t a r
478,بختیار,b a x t i j ɑː ɾ,بختیار,Bakhtiar,b a x t i y A r
479,بختیار,b a x t i j ɒː ɾ,بختیار,Bakhtiar,b a x t i y A r
480,بختیار,b a x t i j ɔː ɾ,بختیار,Bakhtiar,b a x t i y A r
481,بختیار,b æ x t i j ɒː ɾ,بختیار,Bakhtiar,b a x t i y A r
482,بد,b æ d,بد,Bad,b a d
483,بدبخت,b a d b a x t,بدبخت,Miserable,b a d b a x t
484,بدبخت,b æ d b æ x t,بدبخت,Miserable,b a d b a x t
485,بدرود,b e d ɾ uː d,بدرود,Goodbye,b e d r A d
486,بر,b æ ɾ,بر,On,b a r
487,برخوردار,b æ ɾ x o ɾ d ɒː ɾ,برخوردار,Have,b a r x o r d A r
488,برخوردار,b æ ɾ x u ɾ d ɒː ɾ,برخوردار,Have,b a r x u r d A r
489,برخوردار,b æ ɾ xʷ æ ɾ d ɒː ɾ,برخوردار,Have,b a r x a r d A r
490,بردار,b a ɾ d ɑː ɾ,بردار,Vector,b a r d A r
491,بردار,b a ɾ d ɒː ɾ,بردار,Vector,b a r d A r
492,بردار,b a ɾ d ɔː ɾ,بردار,Vector,b a r d A r
493,بردار,b æ ɾ d ɒː ɾ,بردار,Vector,b a r d A r
494,بردن,b o ɾ d æ n,بردن,Carry,b o r d a n
495,بردن,b u ɾ d a n,بردن,Carry,b u r d a n
496,بردن,b ʊ ɾ d a n,بردن,Carry,b ʊ r d a n
497,برزیستن,b a r z iː s t æ n,برزیستن,Brzystn,b a r z i s t a n
498,برس,b o ɾ s,برس,Brush,b o r s
499,برس,b u ɾ s,برس,Brush,b u r s
500,برس,b ʊ ɾ s,برس,Brush,b ʊ r s
501,برنامه,b æ ɾ n ɒː m æ,برنامه,Program,b a r n A m a
502,برگ,b æ ɾ ɡ,برگ,Leaf,b a r ɡ
503,بری,b e ɾ e j,بری,Barry,b e r e y
504,بری,b æ ɾ e j,بری,Barry,b a r e y
505,بری,b æ ɾ o j,بری,Barry,b a r o y
506,بریدن,b o ɾ iː d æ n,بریدن,Cut,b o r i d a n
507,بز,b o z,بز,Goat,b o z
508,بز,b u z,بز,Goat,b u z
509,بز,b ʊ z,بز,Goat,b ʊ z
510,بزاق,b o z ɒː ɣ,بزاق,Saliva,b o z A q
511,بسنده,b æ s æ n d e,بسنده,Enough,b a s a n d e
512,بسیار,b e s j ɒː ɾ,بسیار,Very,b e s y A r
513,بسیار,b i s j ɑː ɾ,بسیار,Very,b i s y A r
514,بسیار,b i s j ɔː ɾ,بسیار,Very,b i s y A r
515,بسیار,b ɪ s j ɒː ɾ,بسیار,Very,b i s y A r
516,بشکه,b o ʃ k e,بشکه,Barrel,b o S k e
517,بعد,b a ʔ d,بعد,Then,b a d
518,بعد,b o ʔ d,بعد,Then,b o d
519,بعد,b oː d,بعد,Then,b oː d
520,بعد,b u ʔ d,بعد,Then,b u d
521,بعد,b æ ʔ d,بعد,Then,b a d
522,بعد,b æː d,بعد,Then,b aː d
523,بعد,b ɵː ʔ d,بعد,Then,b ɵː d
524,بعد,b ʊ ʔ d,بعد,Then,b ʊ d
525,بغداد,b a ɣ d ɑː d,بغداد,Baghdad,b a q d A d
526,بغداد,b a ɣ d ɒː d,بغداد,Baghdad,b a q d A d
527,بغداد,b a ɣ d ɔː d,بغداد,Baghdad,b a q d A d
528,بغداد,b æ ɣ d ɒː d,بغداد,Baghdad,b a q d A d
529,بفرمایید,b e f æ ɾ m ɒː j iː d,بفرمایید,here you are,b e f a r m A y i d
530,بلا,b e l ɒː,بلا,Bella,b e l A
531,بلا,b æ l ɒː,بلا,Bella,b a l A
532,بلافاصله,b e l ɒː f ɒː s e l e,بلافاصله,Instantly,b e l A f A s e l e
533,بلال,b a l ɑː l,بلال,Maize,b a l A l
534,بلال,b a l ɒː l,بلال,Maize,b a l A l
535,بلال,b a l ɔː l,بلال,Maize,b a l A l
536,بلال,b æ l ɒː l,بلال,Maize,b a l A l
537,بلاگ,b l ɒː ɡ,بلاگ,blog,b l A ɡ
538,بلبل,b o l b o l,بلبل,Nightingale,b o l b o l
539,بلبل,b u l b u l,بلبل,Nightingale,b u l b u l
540,بلبل,b ʊ l b ʊ l,بلبل,Nightingale,b ʊ l b ʊ l
541,بلعیدن,b æ l ʔ iː d æ n,بلعیدن,Swallow,b a l i d a n
542,بلور,b ɪ l oː ɾ,بلور,Crystal,b i l oː r
543,بلگ,b æ l ɡ,بلگ,Blog,b a l ɡ
544,بلی,b a l e,بلی,Yes sir,b a l e
545,بلی,b a l eː,بلی,Yes sir,b a l eː
546,بلی,b æ l iː,بلی,Yes sir,b a l i
547,بم,b ə m,بم,Bass,b ə m
548,بندر,b æ n d æ ɾ,بندر,Port,b a n d a r
549,بنگ,b æ ŋ ɡ,بنگ,Bang,b a ŋ ɡ
550,به,b a,به,CANNNNNNOT,b a
551,به,b e,به,CANNNNNNOT,b e
552,به,b e h,به,CANNNNNNOT,b e h
553,به,b i h,به,CANNNNNNOT,b i h
554,به,b ɪ h,به,To,b i h
555,بهار,b a h ɑː ɾ,بهار,CANNNNNNOT,b a h A r
556,بهار,b a h ɒː ɾ,بهار,Spring,b a h A r
557,بهار,b a h ɔː ɾ,بهار,CANNNNNNOT,b a h A r
558,بهار,b æ h ɒː ɾ,بهار,CANNNNNNOT,b a h A r
559,بهار,b ɒː h ɒː ɾ,بهار,Spring,b A h A r
560,بهاری,b æ h ɒː ɾ iː,بهاری,Vernal,b a h A r i
561,بهبود,b e h b uː d,بهبود,Recovery,b e h b A d
562,بهتان,b o h t u n,بهتان,Vilification,b o h t u n
563,بهتان,b o h t ɒ n,بهتان,CANNNNNNOT,b o h t ɒ n
564,بهتر,b e h t a ɾ,بهتر,Better,b e h t a r
565,بهتر,b e h t æ ɾ,بهتر,Better,b e h t a r
566,بهتر,b i h t a ɾ,بهتر,Better,b i h t a r
567,بهتر,b ɪ h t a ɾ,بهتر,Better,b i h t a r
568,بهترین,b e h t a ɾ i n,بهترین,Best,b e h t a r i n
569,بهترین,b e h t æ ɾ iː n,بهترین,CANNNNNNOT,b e h t a r i n
570,بهترین,b i h t a ɾ iː n,بهترین,CANNNNNNOT,b i h t a r i n
571,بهترین,b ɪ h t a ɾ iː n,بهترین,CANNNNNNOT,b i h t a r i n
572,بهشت,b e h e ʃ t,بهشت,CANNNNNNOT,b e h e S t
573,بهشت,b i h i ʃ t,بهشت,Paradise,b i h i S t
574,بهشت,b ɪ h ɪ ʃ t,بهشت,CANNNNNNOT,b i h i S t
575,بهمن,b æ h m æ n,بهمن,Avalanche,b a h m a n
576,به‌آفرید,b e h # ɒː f e ɾ iː d,بهآفرید,Behafarid,b e h  A f e r i d
577,به‌آفرید,b e h # ɒː f æ ɾ iː d,بهآفرید,Behafarid,b e h  A f a r i d
578,به‌آفرید,b e h # ɔː f a ɾ i d,بهآفرید,Behafarid,b e h  A f a r i d
579,به‌آفرید,b i h # ɑː f a ɾ iː d,بهآفرید,CANNNNNNOT,b i h  A f a r i d
580,به‌آفرید,b ɪ h # ɒː f a ɾ iː d,بهآفرید,Behafarid,b i h  A f a r i d
581,بو,b uː j,بو,Odor,b A y
582,بو,b ɵː j,بو,CANNNNNNOT,b ɵː y
583,بوته,b oː t æ,بوته,Bush,b oː t a
584,بوته,b uː t e,بوته,Bush,b A t e
585,بوران,b uː ɾ ɒ n,بوران,Squall,b A r ɒ n
586,بوزه,b oː z æ,بوزه,Bose,b oː z a
587,بوزه,b uː z e,بوزه,Bose,b A z e
588,بوستان,b oː s t a n,بوستان,Garden,b oː s t a n
589,بوستان,b uː s t æ n,بوستان,CANNNNNNOT,b A s t a n
590,بوستان,b ɵː s t a n,بوستان,CANNNNNNOT,b ɵː s t a n
591,بوسه,b oː s a,بوسه,CANNNNNNOT,b oː s a
592,بوسه,b uː s e,بوسه,CANNNNNNOT,b A s e
593,بوسه,b ɵː s a,بوسه,CANNNNNNOT,b ɵː s a
594,بوسیدن,b oː s iː d æ n,بوسیدن,CANNNNNNOT,b oː s i d a n
595,بوسیدن,b uː s iː d æ n,بوسیدن,CANNNNNNOT,b A s i d a n
596,بون,b uː n,بون,CANNNNNNOT,b A n
597,بوییدن,b u # j i d a n,بوییدن,CANNNNNNOT,b u  y i d a n
598,بوییدن,b uː # j iː d a n,بوییدن,CANNNNNNOT,b A  y i d a n
599,بوییدن,b uː # j iː d æ n,بوییدن,CANNNNNNOT,b A  y i d a n
600,بچه,b a t t ʃ a ~ b a t ʃ a,بچه,CANNNNNNOT,b a t t S a ~ b a t S a
601,بچه,b e t ʃ e,بچه,CANNNNNNOT,b e t S e
602,بچه,b e tː ʃ e,بچه,CANNNNNNOT,b e tː S e
603,بچه,b æ t t ʃ e ~ b æ t ʃ e,بچه,CANNNNNNOT,b a t t S e ~ b a t S e
604,بچگی,b a t t ʃ a # ɡ iː,بچگی,CANNNNNNOT,b a t t S a  ɡ i
605,بچگی,b æ t t ʃ e # ɡ iː,بچگی,CANNNNNNOT,b a t t S e  ɡ i
606,بژ,b e ʒ,بژ,CANNNNNNOT,b e ʒ
607,بی,b e,بی,CANNNNNNOT,b e
608,بی,b eː,بی,CANNNNNNOT,b eː
609,بی,b iː,بی,CANNNNNNOT,b i
610,بیابان,b ɪ j ɒː b ɒ n,بیابان,CANNNNNNOT,b i y A b ɒ n
611,بیابان,b ɪ j ɒː b ɒː n,بیابان,CANNNNNNOT,b i y A b A n
612,بیدادی,b eː d ɒː d iː,بیدادی,CANNNNNNOT,b eː d A d i
613,بیدادی,b iː d ɒː d iː,بیدادی,CANNNNNNOT,b i d A d i
614,بیرون,b iː ɾ uː n,بیرون,CANNNNNNOT,b i r A n
615,بیرونی,b eː ɾ uː n iː,بیرونی,CANNNNNNOT,b eː r A n i
616,بیرونی,b iː ɾ uː n iː,بیرونی,CANNNNNNOT,b i r A n i
617,بیشتر,b e ʃ t a ɾ,بیشتر,CANNNNNNOT,b e S t a r
618,بیشتر,b eː ʃ t a ɾ,بیشتر,CANNNNNNOT,b eː S t a r
619,بیشتر,b iː ʃ t æ ɾ,بیشتر,CANNNNNNOT,b i S t a r
620,بیشه,b e ʃ a,بیشه,CANNNNNNOT,b e S a
621,بیشه,b eː ʃ a,بیشه,CANNNNNNOT,b eː S a
622,بیشه,b iː ʃ e,بیشه,CANNNNNNOT,b i S e
623,بیل,b eː l,بیل,CANNNNNNOT,b eː l
624,بیل,b iː l,بیل,CANNNNNNOT,b i l
625,بیمار,b e m ɔː ɾ,بیمار,CANNNNNNOT,b e m A r
626,بیمار,b eː m ɑː ɾ,بیمار,CANNNNNNOT,b eː m A r
627,بیمار,b eː m ɒː ɾ,بیمار,CANNNNNNOT,b eː m A r
628,بیمار,b iː m ɒː ɾ,بیمار,CANNNNNNOT,b i m A r
629,بیمارتر,b iː m ɒː ɾ t æ ɾ,بیمارتر,CANNNNNNOT,b i m A r t a r
630,بیمارترین,b iː m ɒː ɾ t æ ɾ iː n,بیمارترین,CANNNNNNOT,b i m A r t a r i n
631,بیمارستان,b e m ɔː ɾ i s t ɔː n,بیمارستان,CANNNNNNOT,b e m A r i s t A n
632,بیمارستان,b eː m ɑː ɾ i s t ɑː n,بیمارستان,CANNNNNNOT,b eː m A r i s t A n
633,بیمارستان,b eː m ɒː ɾ ɪ s t ɒː n,بیمارستان,CANNNNNNOT,b eː m A r i s t A n
634,بیمارستان,b iː m ɒː ɾ e s t uː n,بیمارستان,CANNNNNNOT,b i m A r e s t A n
635,بیمارستان,b iː m ɒː ɾ e s t ɒː n,بیمارستان,CANNNNNNOT,b i m A r e s t A n
636,بین,b a j n,بین,CANNNNNNOT,b a y n
637,بین,b e j n,بین,CANNNNNNOT,b e y n
638,بین,b e n,بین,CANNNNNNOT,b e n
639,بین,b eː n,بین,CANNNNNNOT,b eː n
640,بین,b i n,بین,CANNNNNNOT,b i n
641,بین,b iː n,بین,CANNNNNNOT,b i n
642,بینی,b i n iː,بینی,CANNNNNNOT,b i n i
643,بینی,b iː n iː,بینی,CANNNNNNOT,b i n i
644,بیور,b eː w æ ɾ,بیور,CANNNNNNOT,b eː w a r
645,بیور,b iː v æ ɾ,بیور,CANNNNNNOT,b i v a r
646,بیچاره,b e t ʃ ɔː ɾ a,بیچاره,CANNNNNNOT,b e t S A r a
647,بیچاره,b eː t ʃ ɑː ɾ a,بیچاره,CANNNNNNOT,b eː t S A r a
648,بیچاره,b eː t ʃ ɒː ɾ a,بیچاره,CANNNNNNOT,b eː t S A r a
649,بیچاره,b iː t ʃ ɒː ɾ e,بیچاره,CANNNNNNOT,b i t S A r e
650,بیژن,b eː ʒ a n,بیژن,CANNNNNNOT,b eː ʒ a n
651,بیژن,b iː ʒ æ n,بیژن,CANNNNNNOT,b i ʒ a n
652,بیگانه,b iː ɡ ɒː n e,بیگانه,CANNNNNNOT,b i ɡ A n e
653,بی‌شمار,b iː ʃ o m ɒː ɾ,بیشمار,CANNNNNNOT,b i S o m A r
654,بی‌نظیر,b iː n æ z iː ɾ,بینظیر,CANNNNNNOT,b i n a z i r
655,بی‌هوش,b e h ɵː ʃ,بیهوش,CANNNNNNOT,b e h ɵː S
656,بی‌هوش,b eː h oː ʃ,بیهوش,CANNNNNNOT,b eː h oː S
657,بی‌هوش,b iː h uː ʃ,بیهوش,CANNNNNNOT,b i h A S
658,بی‌وقفه,b eː w æ q f æ,بیوقفه,CANNNNNNOT,b eː w a q f a
659,بی‌وقفه,b iː v æ ɣ f e,بیوقفه,CANNNNNNOT,b i v a q f e
660,بەت,b æː t,بەت,CANNNNNNOT,b aː t
661,تا,tʰ ɑː,تا,CANNNNNNOT,t A
662,تا,tʰ ɒː,تا,CANNNNNNOT,t A
663,تا,tʰ ɔː,تا,CANNNNNNOT,t A
664,تابستان,t ɑː b i s t ɑː n,تابستان,CANNNNNNOT,t A b i s t A n
665,تابستان,t ɒː b e s t uː n,تابستان,CANNNNNNOT,t A b e s t A n
666,تابستان,t ɒː b e s t ɒː n,تابستان,CANNNNNNOT,t A b e s t A n
667,تابستان,t ɒː b ɪ s t ɒː n,تابستان,CANNNNNNOT,t A b i s t A n
668,تابستان,t ɔː b i s t ɔː n,تابستان,CANNNNNNOT,t A b i s t A n
669,تاجور,t ɒː d ʒ v æ ɾ,تاجور,CANNNNNNOT,t A j v a r
670,تاجور,t ɒː d ʒ w æ ɾ,تاجور,CANNNNNNOT,t A j w a r
671,تاریخ,t ɑː ɾ iː x,تاریخ,CANNNNNNOT,t A r i x
672,تاریخ,t ɒː ɾ iː x,تاریخ,CANNNNNNOT,t A r i x
673,تاریخ,t ɔː ɾ i x,تاریخ,CANNNNNNOT,t A r i x
674,تاریخچه,t ɑː ɾ iː x t ʃ a,تاریخچه,CANNNNNNOT,t A r i x t S a
675,تاریخچه,t ɒː ɾ iː x t ʃ a,تاریخچه,CANNNNNNOT,t A r i x t S a
676,تاریخچه,t ɒː ɾ iː x t ʃ e,تاریخچه,CANNNNNNOT,t A r i x t S e
677,تاریخچه,t ɔː ɾ i x t ʃ a,تاریخچه,CANNNNNNOT,t A r i x t S a
678,تاریک‌تر,t ɒː ɾ iː k t æ ɾ,تاریکتر,CANNNNNNOT,t A r i k t a r
679,تاریک‌ترین,t ɒː ɾ iː k t æ ɾ iː n,تاریکترین,CANNNNNNOT,t A r i k t a r i n
680,تازه,t ɑː z a,تازه,CANNNNNNOT,t A z a
681,تازه,t ɒː z a,تازه,CANNNNNNOT,t A z a
682,تازه,t ɒː z e,تازه,CANNNNNNOT,t A z e
683,تازه,t ɔː z a,تازه,CANNNNNNOT,t A z a
684,تازه‌تر,t ɒː z e t æ ɾ,تازهتر,CANNNNNNOT,t A z e t a r
685,تازه‌ترین,t ɒː z e t æ ɾ iː n,تازهترین,CANNNNNNOT,t A z e t a r i n
686,تازگی,t ɑː z a # ɡ iː,تازگی,CANNNNNNOT,t A z a  ɡ i
687,تازگی,t ɒː z a # ɡ iː,تازگی,CANNNNNNOT,t A z a  ɡ i
688,تازگی,t ɒː z e # ɡ iː,تازگی,CANNNNNNOT,t A z e  ɡ i
689,تازگی,t ɔː z a # ɡ iː,تازگی,CANNNNNNOT,t A z a  ɡ i
690,تباه,t a b ɑː h,تباه,CANNNNNNOT,t a b A h
691,تباه,t a b ɒː h,تباه,CANNNNNNOT,t a b A h
692,تباه,t a b ɔː h,تباه,CANNNNNNOT,t a b A h
693,تباه,t æ b ɒː h,تباه,CANNNNNNOT,t a b A h
694,تباه,t ɒː b ɒː h,تباه,CANNNNNNOT,t A b A h
695,تجربه,t a d ʒ ɾ u b a ~ t a d ʒ ɾ i b a,تجربه,CANNNNNNOT,t a j r u b a ~ t a j r i b a
696,تجربه,t a d ʒ ɾ ʊ b a ~ t a d ʒ ɾ ɪ b a,تجربه,CANNNNNNOT,t a j r ʊ b a ~ t a j r i b a
697,تجربه,t æ d ʒ ɾ o b e ~ t æ d ʒ ɾ e b e,تجربه,CANNNNNNOT,t a j r o b e ~ t a j r e b e
698,تجربی,t æ d ʒ ɾ o b iː,تجربی,CANNNNNNOT,t a j r o b i
699,تخته,t æ x t e,تخته,CANNNNNNOT,t a x t e
700,تخته,t æ x t æ,تخته,CANNNNNNOT,t a x t a
701,تذرو,t æ z æ ɾ v,تذرو,CANNNNNNOT,t a z a r v
702,تذرو,t æ ð æ ɾ w,تذرو,CANNNNNNOT,t a ð a r w
703,ترازو,t a ɾ ɑː z uː,ترازو,CANNNNNNOT,t a r A z A
704,ترازو,t a ɾ ɒː z uː,ترازو,CANNNNNNOT,t a r A z A
705,ترازو,t a ɾ ɔː z u,ترازو,CANNNNNNOT,t a r A z u
706,ترازو,t æ ɾ ɒː z uː,ترازو,CANNNNNNOT,t a r A z A
707,ترازو,t ɒː ɾ ɒː z uː,ترازو,CANNNNNNOT,t A r A z A
708,ترسایی,t æ ɾ s ɒː j iː,ترسایی,CANNNNNNOT,t a r s A y i
709,ترسیدن,t a ɾ s i d a n,ترسیدن,CANNNNNNOT,t a r s i d a n
710,ترسیدن,t a ɾ s iː d a n,ترسیدن,CANNNNNNOT,t a r s i d a n
711,ترسیدن,t æ ɾ s iː d æ n,ترسیدن,CANNNNNNOT,t a r s i d a n
712,ترشی,t o ɾ ʃ iː,ترشی,CANNNNNNOT,t o r S i
713,ترشی,t u ɾ ʃ iː,ترشی,CANNNNNNOT,t u r S i
714,ترشی,t ʊ ɾ ʃ iː,ترشی,CANNNNNNOT,t ʊ r S i
715,ترنج,t o ɾ o n d ʒ,ترنج,CANNNNNNOT,t o r o n j
716,ترنج,t o ɾ æ n d ʒ,ترنج,CANNNNNNOT,t o r a n j
717,ترنج,t u ɾ a n d ʒ,ترنج,CANNNNNNOT,t u r a n j
718,ترنج,t u ɾ u n d ʒ,ترنج,CANNNNNNOT,t u r u n j
719,ترنج,t ʊ ɾ a n d ʒ,ترنج,CANNNNNNOT,t ʊ r a n j
720,ترنج,t ʊ ɾ ʊ n d ʒ,ترنج,CANNNNNNOT,t ʊ r ʊ n j
721,ترکیدن,t æ ɾ æ kʲ iː d æ n,ترکیدن,CANNNNNNOT,t a r a kʲ i d a n
